evidence_id,evidence_name,evidence_type,source_name,source_url,source_accessed_date,start_timestamp,end_timestamp,timezone,location_name,precinct,latitude,longitude,spatial_scope,expected_pedestrian_impact,expected_direction,evidence_confidence,notes,created_by,created_at
ME_20250702_WEATHER_DISRUPTION_042,MELBOURNE 2 JUL 2025 RAINY WEATHER DISRUPTION,WEATHER,PROJECT_WEATHER_FEATURES,,2026-07-08,2025-07-02T12:00:00+10:00,2025-07-02T20:00:00+10:00,Australia/Melbourne,MELBOURNE,MELBOURNE,,,CITY_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong internal match: candidate records 10.4mm rain, 8 rainy hours and weather disruption across 12:00-20:00; sustained wet conditions support reduced outdoor CBD pedestrian activity and match below-baseline.",SIYANG,2026-07-09T00:20:00+10:00
ME_20250702_BOM_COOL_WET_CONTEXT_043,BOM MELBOURNE 2 JUL 2025 COOL WET CONTEXT,WEATHER,BOM,"https://www.bom.gov.au/climate/dwo/202507/html/IDCJDW3033.202507.shtml",2026-07-08,2025-07-02T12:00:00+10:00,2025-07-02T20:00:00+10:00,Australia/Melbourne,MELBOURNE_OLYMPIC_PARK,MELBOURNE,,,CITY_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"BOM confirms a cold 2 Jul with max 11.0C and some rain at Melbourne Olympic Park; supports reduced outdoor activity, but does not directly corroborate the candidate's 10.4mm rainfall amount.",SIYANG,2026-07-09T00:20:00+10:00
ME_20250702_MELBOURNE_COOLEST_DAY_044,MELBOURNE JULY 2025 COOLEST DAY ON 2 JULY,WEATHER,BOM,"https://www.bom.gov.au/climate/current/month/vic/archive/202507.melbourne.shtml",2026-07-08,2025-07-02T12:00:00+10:00,2025-07-02T20:00:00+10:00,Australia/Melbourne,MELBOURNE,MELBOURNE,,,CITY_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"BOM monthly summary identifies 2 Jul as Melbourne Olympic Park's coolest day of July 2025; cold winter daytime conditions support lower discretionary CBD walking, consistent with below-baseline.",SIYANG,2026-07-09T00:20:00+10:00
ME_20250702_HURSTBRIDGE_RAIL_DISRUPTION_BOUNDARY_045,MELBOURNE 2 JUL 2025 HURSTBRIDGE LINE EVENING RAIL REPLACEMENT,PUBLIC_TRANSPORT,BICYCLE_NETWORK,"https://bicyclenetwork.com.au/newsroom/2025/07/14/rail-disruptions-winter-2025/",2026-07-08,2025-07-02T20:30:00+10:00,2025-07-02T23:59:00+10:00,Australia/Melbourne,PARLIAMENT_STATION,MEL_CBD,,,PRECINCT,DECREASE,BELOW_BASELINE,LOW,"Weak boundary evidence: Hurstbridge replacement buses began after the candidate window, so this does not directly explain 12:00-20:00 below-baseline; it only suggests later evening transport disruption context.",SIYANG,2026-07-09T00:20:00+10:00
ME_20251012_MELBOURNE_MARATHON_046,NIKE MELBOURNE MARATHON FESTIVAL 2025,SPORTS_EVENT,MELBOURNE_MARATHON,"https://melbournemarathon.com.au/were-back-in-2025/",2026-07-08,2025-10-12T05:30:00+11:00,2025-10-12T14:00:00+11:00,Australia/Melbourne,BATMAN_AVENUE_MCG,MEL_CBD_EAST,,,NETWORK_WIDE,INCREASE,ABOVE_BASELINE,HIGH,"Strong match: Melbourne Marathon Festival was held on 12 Oct 2025; race-morning arrivals around MCG/Batman Avenue and CBD access routes support the 06:00-07:00 above-baseline pulse.",SIYANG,2026-07-09T00:35:00+10:00
ME_20251012_MARATHON_ROAD_CLOSURES_047,NIKE MELBOURNE MARATHON 2025 ROAD CLOSURES,ROAD_CLOSURE,MELBOURNE_MARATHON,"https://melbournemarathon.com.au/wp-content/uploads/2025/10/NMMF25_Residents_Notice_City_Melbourne-1.pdf",2026-07-08,2025-10-12T05:00:00+11:00,2025-10-12T14:00:00+11:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,INCREASE,ABOVE_BASELINE,HIGH,"Strong time match: marathon road closures begin from 05:00 and overlap the 06:00-07:00 bucket; CBD/Flinders/St Kilda Road route impacts align with multiple sensors and support above-baseline.",SIYANG,2026-07-09T00:35:00+10:00
ME_20251012_MARATHON_MCG_ACCESS_048,NIKE MELBOURNE MARATHON 2025 MCG EARLY ACCESS,SPORTS_EVENT,MELBOURNE_MARATHON,"https://melbournemarathon.com.au/race-week/",2026-07-08,2025-10-12T05:30:00+11:00,2025-10-12T07:00:00+11:00,Australia/Melbourne,MCG,YARRA_PARK,,,PRECINCT,INCREASE,ABOVE_BASELINE,MEDIUM,"Good time match: race-day facilities open from 05:30 and spectator entry starts at 06:30; this supports early MCG-side arrivals, with medium strength for the wider CBD network.",SIYANG,2026-07-09T00:35:00+10:00
ME_20251012_MARATHON_PUBLIC_TRANSPORT_049,NIKE MELBOURNE MARATHON 2025 PUBLIC TRANSPORT ACCESS,PUBLIC_TRANSPORT,MELBOURNE_MARATHON,"https://melbournemarathon.com.au/road-closures/",2026-07-08,2025-10-12T06:00:00+11:00,2025-10-12T07:00:00+11:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,INCREASE,ABOVE_BASELINE,MEDIUM,"Morning access match: event guidance highlights public transport and nearby stations including Richmond, Flinders St and Jolimont; supports early inbound movement through CBD transport corridors.",SIYANG,2026-07-09T00:35:00+10:00
ME_20251104_MELBOURNE_CUP_PUBLIC_HOLIDAY_050,VICTORIA MELBOURNE CUP PUBLIC HOLIDAY 2025,PUBLIC_HOLIDAY,BUSINESS_VICTORIA,"https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025",2026-07-08,2025-11-04T00:00:00+11:00,2025-11-05T00:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong date match: Melbourne Cup public holiday falls on Tuesday 4 Nov 2025; state-wide holiday status suppresses normal CBD commuter/business demand, supporting below-baseline during 05:00-07:00.",SIYANG,2026-07-09T00:45:00+10:00
ME_20251104_MELBOURNE_CUP_CORROBORATION_051,MELBOURNE CUP DAY PUBLIC HOLIDAY 2025 VICTORIA,PUBLIC_HOLIDAY,FAIR_WORK,"https://www.fairwork.gov.au/employment-conditions/public-holidays/2025-public-holidays",2026-07-08,2025-11-04T00:00:00+11:00,2025-11-05T00:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong corroborating match: Fair Work lists Tuesday 4 Nov 2025 as Melbourne Cup in Victoria; this reinforces reduced weekday work travel into Melbourne CBD and matches the below-baseline direction.",SIYANG,2026-07-09T00:45:00+10:00
ME_20251104_MELBOURNE_CUP_RAIN_MORNING_052,MELBOURNE CUP DAY 2025 WET MORNING WEATHER,WEATHER,BOM,"https://www.bom.gov.au/climate/dwo/202511/html/IDCJDW3050.202511.shtml",2026-07-08,2025-11-04T05:00:00+11:00,2025-11-04T07:00:00+11:00,Australia/Melbourne,MELBOURNE_OLYMPIC_PARK,MELBOURNE,,,CITY_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"Good weather match: BOM records a wet 4 Nov and the candidate has rain during 05:00-07:00; wet early-morning conditions support reduced outdoor CBD walking, auxiliary to the public holiday effect.",SIYANG,2026-07-09T00:45:00+10:00
ME_20251104_MELBOURNE_CUP_TRAM_TIMETABLE_053,MELBOURNE CUP DAY 2025 PUBLIC HOLIDAY TRAM TIMETABLE,PUBLIC_TRANSPORT,YARRA_TRAMS,"https://www.facebook.com/YarraTrams/posts/due-to-the-melbourne-cup-public-holiday-on-tuesday-4-november-all-trams-run-to-a/1236672868499693/",2026-07-08,2025-11-04T05:00:00+11:00,2025-11-04T07:00:00+11:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"Direct morning-window match: Melbourne Cup public holiday tram frequencies reduce normal weekday peak movement through CBD corridors; supports below-baseline with medium strength alongside holiday and rain evidence.",SIYANG,2026-07-09T00:45:00+10:00
ME_20251104_MELBOURNE_CUP_RACE_DAY_054,LEXUS MELBOURNE CUP DAY 2025,FESTIVAL_EVENT,VRC,"https://www.vrc.com.au/race-days-and-events/2025-2026/lexus-melbourne-cup-day/",2026-07-08,2025-11-04T10:45:00+11:00,2025-11-04T18:00:00+11:00,Australia/Melbourne,FLEMINGTON_RACECOURSE,FLEMINGTON,,,PRECINCT,MIXED,UNCLEAR,LOW,"Same-day context only: Melbourne Cup races occur later at Flemington, not during 05:00-07:00; this supports the public-holiday/event context but does not directly explain the early CBD below-baseline bucket.",SIYANG,2026-07-09T00:45:00+10:00
ME_20251217_RMIT_GRADUATION_055,RMIT MELBOURNE GRADUATION CEREMONY 2025,MAJOR_EVENT,RMIT,"https://www.rmit.edu.au/students/news/2025/nov/james-grad-2025",2026-07-09,2025-12-17T15:00:00+11:00,2025-12-17T20:00:00+11:00,Australia/Melbourne,MARVEL_STADIUM,DOCKLANDS,,,NETWORK_WIDE,INCREASE,ABOVE_BASELINE,HIGH,"Strong event match: RMIT Graduation was held at Marvel Stadium on 17 Dec and can attract very large crowds; Docklands/Southern Cross access routes align with multiple CBD sensors, supporting above-baseline early in the window.",SIYANG,2026-07-09T01:00:00+10:00
ME_20251217_CHRISTMAS_SQUARE_056,MELBOURNE CHRISTMAS SQUARE 2025,FESTIVAL_EVENT,FED_SQUARE,"https://fedsquare.com/events/christmas-square",2026-07-09,2025-12-17T18:00:00+11:00,2025-12-17T23:30:00+11:00,Australia/Melbourne,FED_SQUARE,MEL_CBD,,,NETWORK_WIDE,INCREASE,ABOVE_BASELINE,MEDIUM,"Good evening match: Christmas Square runs through the candidate evening at Fed Square; festive CBD activity supports above-baseline across central sensors, but does not explain the full window to 01:00.",SIYANG,2026-07-09T01:00:00+10:00
ME_20251217_QVM_SUMMER_NIGHT_MARKET_057,QUEEN VICTORIA MARKET SUMMER NIGHT MARKET 17 DEC 2025,NIGHT_MARKET,QVM_INSTAGRAM,"https://www.instagram.com/reel/DSPPKBvkZvG/",2026-07-09,2025-12-17T17:00:00+11:00,2025-12-17T22:00:00+11:00,Australia/Melbourne,QUEEN_VICTORIA_MARKET,QVM_PRECINCT,,,PRECINCT,INCREASE,ABOVE_BASELINE,MEDIUM,"Strong time match: QVM Summer Night Market runs during the evening window; it supports extra night-time pedestrian activity, but the effect is precinct-level rather than fully network-wide.",SIYANG,2026-07-09T01:00:00+10:00
ME_20251217_STATE_LIBRARY_CHRISTMAS_PROJECTIONS_058,STATE LIBRARY VICTORIA CHRISTMAS PROJECTIONS 2025,FESTIVAL_EVENT,TO_THOT_OR_NOT,"https://tothotornot.com/melbourne-christmas-lights/",2026-07-09,2025-12-17T21:00:00+11:00,2025-12-17T23:00:00+11:00,Australia/Melbourne,STATE_LIBRARY_VICTORIA,MEL_CBD,,,PRECINCT,INCREASE,ABOVE_BASELINE,MEDIUM,"Good night match: State Library Christmas projections run 21:00-23:00 and align with Swanston/central CBD sensors; supports above-baseline but only for part of the window.",SIYANG,2026-07-09T01:00:00+10:00
ME_20251225_CHRISTMAS_DAY_PUBLIC_HOLIDAY_059,VICTORIA CHRISTMAS DAY PUBLIC HOLIDAY 2025,PUBLIC_HOLIDAY,BUSINESS_VICTORIA,"https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025",2026-07-09,2025-12-25T00:00:00+11:00,2025-12-26T00:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong date match: Christmas Day falls on Thursday 25 Dec 2025; state-wide public holiday status suppresses normal weekday CBD commuter/business demand across the long 05:00-19:00 window.",SIYANG,2026-07-09T01:10:00+10:00
ME_20251225_RESTRICTED_TRADING_DAY_060,VICTORIA CHRISTMAS DAY RESTRICTED TRADING 2025,BUSINESS_CLOSURE,BUSINESS_VICTORIA,"https://business.vic.gov.au/business-information/public-holidays/operating-on-a-restricted-trading-day",2026-07-09,2025-12-25T05:00:00+11:00,2025-12-25T19:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong closure match: Christmas Day is a restricted trading day in Victoria, with only exempt shops permitted to open; this strongly supports reduced CBD retail and business-related footfall.",SIYANG,2026-07-09T01:10:00+10:00
ME_20251225_QVM_CHRISTMAS_CLOSURE_061,QUEEN VICTORIA MARKET CHRISTMAS DAY 2025 CLOSURE,BUSINESS_CLOSURE,AUSTRALIAN_RETAILERS_ASSOCIATION,"https://www.retail.org.au/news-and-insights/melbourne-christmas-trading-hours",2026-07-09,2025-12-25T05:00:00+11:00,2025-12-25T19:00:00+11:00,Australia/Melbourne,QUEEN_VICTORIA_MARKET,QVM_PRECINCT,,,SITE_SPECIFIC,DECREASE,BELOW_BASELINE,LOW,"Local closure match: QVM is listed closed on Christmas Day, supporting reduced activity around the QVM sensor area; explanatory value is local rather than network-wide.",SIYANG,2026-07-09T01:10:00+10:00
ME_20251225_CHRISTMAS_PUBLIC_TRANSPORT_062,MELBOURNE CHRISTMAS DAY 2025 PUBLIC TRANSPORT PATTERN,PUBLIC_TRANSPORT,PREMIER_OF_VICTORIA,"https://www.premier.vic.gov.au/extra-services-and-free-public-transport-these-holidays",2026-07-09,2025-12-25T05:00:00+11:00,2025-12-25T19:00:00+11:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"Mixed but supportive: Christmas Day public transport is free but runs to a Sunday timetable, so normal weekday CBD commuting remains suppressed; supports below-baseline with medium strength.",SIYANG,2026-07-09T01:10:00+10:00
ME_20251225_SUMMER_SCHOOL_HOLIDAY_063,VICTORIA SUMMER SCHOOL HOLIDAY ON CHRISTMAS DAY 2025,SCHOOL_HOLIDAY,VIC_GOV,"https://www.vic.gov.au/school-term-dates-and-holidays-victoria",2026-07-09,2025-12-25T05:00:00+11:00,2025-12-25T19:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,LOW,"Supporting calendar match: 25 Dec falls after the 2025 Term 4 finish date, reducing school-related movement; low explanatory value because Christmas public holiday and trading closures are the main drivers.",SIYANG,2026-07-09T01:10:00+10:00
ME_20250526_QVM_NO_MATCHING_EVENT_064,QVM 26 MAY 2025 NO MATCHING NIGHT EVENT FOUND,UNKNOWN_CONTEXT,QVM,"https://qvm.com.au/visit-us/",2026-07-09,2025-05-26T20:00:00+10:00,2025-05-27T03:00:00+10:00,Australia/Melbourne,QUEEN_VICTORIA_MARKET,QVM_PRECINCT,,,SENSOR_SPECIFIC,MIXED,UNCLEAR,LOW,"No strong matching QVM event found: 26 May was a Monday outside regular QVM trading hours, and Winter Night Market had not started yet; isolated sensor-49 above-baseline is more likely unresolved local/sensor-specific context than a confirmed event.",SIYANG,2026-07-09T01:20:00+10:00
